id,reltrad,reltrad2,reltrad3
504,Roman Catholic,Roman Catholic,Roman Catholic
505,Roman Catholic,Roman Catholic,Roman Catholic
506,Roman Catholic,Roman Catholic,Roman Catholic
507,None,None,None
508,None,None,None
509,None,None,None
510,Black Protestant,Black Protestant,Black Protestant
511,None,None,None
512,Other,Other,Other
513,Conservative Protestant,Conservative Protestant,Conservative Protestant
514,Conservative Protestant,Conservative Protestant,Conservative Protestant
515,Conservative Protestant,Conservative Protestant,Conservative Protestant
516,NA,Conservative Protestant,Protestant No Denomination
517,Conservative Protestant,Conservative Protestant,Protestant No Denomination
518,Roman Catholic,Roman Catholic,Roman Catholic
519,Conservative Protestant,Conservative Protestant,Conservative Protestant
520,Roman Catholic,Roman Catholic,Roman Catholic
521,Black Protestant,Black Protestant,Black Protestant
522,None,None,None
523,Black Protestant,Black Protestant,Black Protestant
524,Black Protestant,Black Protestant,Black Protestant
525,Conservative Protestant,Conservative Protestant,Conservative Protestant
526,Black Protestant,Black Protestant,Black Protestant
527,Conservative Protestant,Conservative Protestant,Conservative Protestant
528,Roman Catholic,Roman Catholic,Roman Catholic
529,Black Protestant,Black Protestant,Black Protestant
530,Black Protestant,Black Protestant,Black Protestant
531,Conservative Protestant,Conservative Protestant,Protestant No Denomination
532,Black Protestant,Black Protestant,Black Protestant
533,Roman Catholic,Roman Catholic,Roman Catholic
534,Conservative Protestant,Conservative Protestant,Conservative Protestant
535,Conservative Protestant,Conservative Protestant,Conservative Protestant
536,Conservative Protestant,Conservative Protestant,Conservative Protestant
537,Conservative Protestant,Conservative Protestant,Conservative Protestant
538,Conservative Protestant,Conservative Protestant,Conservative Protestant
539,Conservative Protestant,Conservative Protestant,Conservative Protestant
540,Conservative Protestant,Conservative Protestant,Conservative Protestant
541,Black Protestant,Black Protestant,Black Protestant
542,Black Protestant,Black Protestant,Black Protestant
543,Conservative Protestant,Conservative Protestant,Conservative Protestant
544,Black Protestant,Black Protestant,Black Protestant
545,Conservative Protestant,Conservative Protestant,Protestant No Denomination
546,Conservative Protestant,Conservative Protestant,Conservative Protestant
547,None,None,None
548,Black Protestant,Black Protestant,Black Protestant
549,Conservative Protestant,Conservative Protestant,Protestant No Denomination
550,Conservative Protestant,Conservative Protestant,Conservative Protestant
551,None,None,None
552,Conservative Protestant,Conservative Protestant,Protestant No Denomination
553,Other,Other,Other
554,Conservative Protestant,Conservative Protestant,Conservative Protestant
555,Black Protestant,Black Protestant,Black Protestant
556,Black Protestant,Black Protestant,Black Protestant
557,Conservative Protestant,Conservative Protestant,Conservative Protestant
558,Black Protestant,Black Protestant,Black Protestant
559,None,None,None
560,Roman Catholic,Roman Catholic,Roman Catholic
561,Mainline Protestant,Mainline Protestant,Mainline Protestant
562,Roman Catholic,Roman Catholic,Roman Catholic
563,Other,Other,Other
564,Black Protestant,Black Protestant,Black Protestant
565,Conservative Protestant,Conservative Protestant,Conservative Protestant
566,Roman Catholic,Roman Catholic,Roman Catholic
567,Conservative Protestant,Conservative Protestant,Protestant No Denomination
568,None,None,None
569,Roman Catholic,Roman Catholic,Roman Catholic
570,Roman Catholic,Roman Catholic,Roman Catholic
571,None,None,None
572,Other,Other,Other
573,Jewish,Jewish,Jewish
574,Roman Catholic,Roman Catholic,Roman Catholic
575,Conservative Protestant,Conservative Protestant,Conservative Protestant
576,Conservative Protestant,Conservative Protestant,Protestant No Denomination
577,Mainline Protestant,Mainline Protestant,Mainline Protestant
578,Conservative Protestant,Conservative Protestant,Protestant No Denomination
579,NA,Conservative Protestant,Protestant No Denomination
580,Roman Catholic,Roman Catholic,Roman Catholic
581,Other,Other,Other
582,None,None,None
583,Other,Other,Other
584,Roman Catholic,Roman Catholic,Roman Catholic
585,Other,Other,Other
586,Conservative Protestant,Conservative Protestant,Protestant No Denomination
587,None,None,None
588,Black Protestant,Black Protestant,Black Protestant
589,Black Protestant,Black Protestant,Black Protestant
590,None,None,None
591,Conservative Protestant,Conservative Protestant,Conservative Protestant
592,None,None,None
593,NA,Conservative Protestant,Protestant No Denomination
594,Conservative Protestant,Conservative Protestant,Conservative Protestant
595,Roman Catholic,Roman Catholic,Roman Catholic
596,Jewish,Jewish,Jewish
597,None,None,None
598,Roman Catholic,Roman Catholic,Roman Catholic
599,None,None,None
600,Roman Catholic,Roman Catholic,Roman Catholic
601,Mainline Protestant,Mainline Protestant,Mainline Protestant
602,Roman Catholic,Roman Catholic,Roman Catholic
603,None,None,None
604,Roman Catholic,Roman Catholic,Roman Catholic
605,Roman Catholic,Roman Catholic,Roman Catholic
606,None,None,None
607,Conservative Protestant,Conservative Protestant,Conservative Protestant
608,Conservative Protestant,Conservative Protestant,Conservative Protestant
609,Roman Catholic,Roman Catholic,Roman Catholic
610,Roman Catholic,Roman Catholic,Roman Catholic
611,Roman Catholic,Roman Catholic,Roman Catholic
612,Conservative Protestant,Conservative Protestant,Conservative Protestant
613,Mainline Protestant,Mainline Protestant,Mainline Protestant
614,Roman Catholic,Roman Catholic,Roman Catholic
615,Roman Catholic,Roman Catholic,Roman Catholic
616,Mainline Protestant,Mainline Protestant,Mainline Protestant
617,Roman Catholic,Roman Catholic,Roman Catholic
618,None,None,None
619,NA,Conservative Protestant,Protestant No Denomination
620,None,None,None
621,Black Protestant,Black Protestant,Black Protestant
622,Conservative Protestant,Conservative Protestant,Protestant No Denomination
623,Roman Catholic,Roman Catholic,Roman Catholic
624,None,None,None
625,Conservative Protestant,Conservative Protestant,Conservative Protestant
626,None,None,None
627,None,None,None
628,None,None,None
629,Other,Other,Other
630,Roman Catholic,Roman Catholic,Roman Catholic
631,None,None,None
632,Roman Catholic,Roman Catholic,Roman Catholic
633,Roman Catholic,Roman Catholic,Roman Catholic
634,Jewish,Jewish,Jewish
635,Conservative Protestant,Conservative Protestant,Protestant No Denomination
636,Conservative Protestant,Conservative Protestant,Protestant No Denomination
637,NA,Conservative Protestant,Protestant No Denomination
638,Conservative Protestant,Conservative Protestant,Conservative Protestant
639,Other,Other,Other
640,Conservative Protestant,Conservative Protestant,Protestant No Denomination
641,Conservative Protestant,Conservative Protestant,Conservative Protestant
642,None,None,None
643,Roman Catholic,Roman Catholic,Roman Catholic
644,None,None,None
645,NA,Conservative Protestant,Protestant No Denomination
646,Mainline Protestant,Mainline Protestant,Mainline Protestant
647,Roman Catholic,Roman Catholic,Roman Catholic
648,None,None,None
649,Conservative Protestant,Conservative Protestant,Protestant No Denomination
650,Roman Catholic,Roman Catholic,Roman Catholic
651,Other,Other,Other
652,Other,Other,Other
653,Conservative Protestant,Conservative Protestant,Protestant No Denomination
654,Other,Other,Other
655,Mainline Protestant,Mainline Protestant,Mainline Protestant
656,Roman Catholic,Roman Catholic,Roman Catholic
657,None,None,None
658,None,None,None
659,Roman Catholic,Roman Catholic,Roman Catholic
660,None,None,None
661,Mainline Protestant,Mainline Protestant,Mainline Protestant
662,Roman Catholic,Roman Catholic,Roman Catholic
663,Black Protestant,Black Protestant,Black Protestant
664,Black Protestant,Black Protestant,Black Protestant
665,Mainline Protestant,Mainline Protestant,Mainline Protestant
666,Conservative Protestant,Conservative Protestant,Conservative Protestant
667,Roman Catholic,Roman Catholic,Roman Catholic
668,Roman Catholic,Roman Catholic,Roman Catholic
669,Mainline Protestant,Mainline Protestant,Mainline Protestant
670,Roman Catholic,Roman Catholic,Roman Catholic
671,NA,NA,NA
672,Mainline Protestant,Mainline Protestant,Mainline Protestant
673,None,None,None
674,Roman Catholic,Roman Catholic,Roman Catholic
675,NA,Conservative Protestant,Protestant No Denomination
676,Mainline Protestant,Mainline Protestant,Mainline Protestant
677,None,None,None
678,Roman Catholic,Roman Catholic,Roman Catholic
679,NA,Conservative Protestant,Protestant No Denomination
680,Roman Catholic,Roman Catholic,Roman Catholic
681,Roman Catholic,Roman Catholic,Roman Catholic
682,Black Protestant,Black Protestant,Black Protestant
683,Roman Catholic,Roman Catholic,Roman Catholic
684,Roman Catholic,Roman Catholic,Roman Catholic
685,Roman Catholic,Roman Catholic,Roman Catholic
686,Roman Catholic,Roman Catholic,Roman Catholic
687,Roman Catholic,Roman Catholic,Roman Catholic
688,Conservative Protestant,Conservative Protestant,Conservative Protestant
689,Roman Catholic,Roman Catholic,Roman Catholic
690,Roman Catholic,Roman Catholic,Roman Catholic
691,Conservative Protestant,Conservative Protestant,Protestant No Denomination
692,None,None,None
693,Conservative Protestant,Conservative Protestant,Protestant No Denomination
694,Conservative Protestant,Conservative Protestant,Conservative Protestant
695,Conservative Protestant,Conservative Protestant,Conservative Protestant
696,Mainline Protestant,Mainline Protestant,Mainline Protestant
697,NA,NA,NA
698,None,None,None
699,NA,Conservative Protestant,Protestant No Denomination
700,None,None,None
701,Conservative Protestant,Conservative Protestant,Conservative Protestant
702,None,None,None
703,None,None,None
704,None,None,None
705,None,None,None
706,Roman Catholic,Roman Catholic,Roman Catholic
707,NA,Conservative Protestant,Protestant No Denomination
708,None,None,None
709,Mainline Protestant,Mainline Protestant,Mainline Protestant
710,Mainline Protestant,Mainline Protestant,Mainline Protestant
711,Mainline Protestant,Mainline Protestant,Mainline Protestant
712,None,None,None
713,Mainline Protestant,Mainline Protestant,Mainline Protestant
714,Roman Catholic,Roman Catholic,Roman Catholic
715,None,None,None
716,Mainline Protestant,Mainline Protestant,Mainline Protestant
717,Roman Catholic,Roman Catholic,Roman Catholic
718,Mainline Protestant,Mainline Protestant,Mainline Protestant
719,Roman Catholic,Roman Catholic,Roman Catholic
720,Black Protestant,Black Protestant,Black Protestant
721,Conservative Protestant,Conservative Protestant,Conservative Protestant
722,Roman Catholic,Roman Catholic,Roman Catholic
723,Conservative Protestant,Conservative Protestant,Conservative Protestant
724,None,None,None
725,None,None,None
726,Roman Catholic,Roman Catholic,Roman Catholic
727,Conservative Protestant,Conservative Protestant,Protestant No Denomination
728,None,None,None
729,None,None,None
730,Conservative Protestant,Conservative Protestant,Conservative Protestant
731,Conservative Protestant,Conservative Protestant,Conservative Protestant
732,Black Protestant,Black Protestant,Black Protestant
733,Conservative Protestant,Conservative Protestant,Protestant No Denomination
734,Mainline Protestant,Mainline Protestant,Mainline Protestant
735,Conservative Protestant,Conservative Protestant,Protestant No Denomination
736,Conservative Protestant,Conservative Protestant,Conservative Protestant
737,Roman Catholic,Roman Catholic,Roman Catholic
738,None,None,None
739,Roman Catholic,Roman Catholic,Roman Catholic
740,Roman Catholic,Roman Catholic,Roman Catholic
741,Roman Catholic,Roman Catholic,Roman Catholic
742,Other,Other,Other
743,None,None,None
744,Mainline Protestant,Mainline Protestant,Mainline Protestant
745,Roman Catholic,Roman Catholic,Roman Catholic
746,Mainline Protestant,Mainline Protestant,Mainline Protestant
747,NA,Conservative Protestant,Protestant No Denomination
748,Roman Catholic,Roman Catholic,Roman Catholic
749,Roman Catholic,Roman Catholic,Roman Catholic
750,Conservative Protestant,Conservative Protestant,Conservative Protestant
751,Jewish,Jewish,Jewish
752,Other,Other,Other
753,Mainline Protestant,Mainline Protestant,Mainline Protestant
754,Conservative Protestant,Conservative Protestant,Protestant No Denomination
755,Conservative Protestant,Conservative Protestant,Protestant No Denomination
756,Mainline Protestant,Mainline Protestant,Mainline Protestant
757,Mainline Protestant,Mainline Protestant,Mainline Protestant
758,Other,Other,Other
759,Conservative Protestant,Conservative Protestant,Conservative Protestant
760,Other,Other,Other
761,Conservative Protestant,Conservative Protestant,Protestant No Denomination
762,NA,Conservative Protestant,Protestant No Denomination
763,None,None,None
764,Mainline Protestant,Mainline Protestant,Mainline Protestant
765,Conservative Protestant,Conservative Protestant,Conservative Protestant
766,Mainline Protestant,Mainline Protestant,Mainline Protestant
767,Conservative Protestant,Conservative Protestant,Conservative Protestant
768,None,None,None
769,Black Protestant,Black Protestant,Black Protestant
770,Conservative Protestant,Conservative Protestant,Protestant No Denomination
771,Conservative Protestant,Conservative Protestant,Conservative Protestant
772,Roman Catholic,Roman Catholic,Roman Catholic
773,Roman Catholic,Roman Catholic,Roman Catholic
774,Conservative Protestant,Conservative Protestant,Protestant No Denomination
775,Conservative Protestant,Conservative Protestant,Conservative Protestant
776,Roman Catholic,Roman Catholic,Roman Catholic
777,Conservative Protestant,Conservative Protestant,Conservative Protestant
778,None,None,None
779,None,None,None
780,Mainline Protestant,Mainline Protestant,Mainline Protestant
781,None,None,None
782,Mainline Protestant,Mainline Protestant,Mainline Protestant
783,Roman Catholic,Roman Catholic,Roman Catholic
784,Roman Catholic,Roman Catholic,Roman Catholic
785,Mainline Protestant,Mainline Protestant,Mainline Protestant
